9
0 66 286 316 172 21 205 123 23
0 961 6 1488 7 409 208 6 320
24 10 269 12 30 986 459 6 74
16 17 347 12 497 268 6 434 1814
16 1 25 78 6 130 7 29 15
0 66 200 446 53 440 6 434 1046
0 66 1311 909 6 130 7 230 23
0 20 355 359 1384 637 6 441 7
0 10 6 98 7 156 537 542 23
16 10 278 60 146 6 1658 7 23
24 66 539 206 6 98 7 358 15
24 1 446 19 11 6 130 7 15
0 10 6 528 7 405 60 6 1046
16 10 537 126 1363 6 640 7 23
0 10 1808 1447 6 438 7 96 23
24 10 316 494 6 41 7 358 15
24 66 614 19 35 21 1025 6 366
24 10 408 250 21 1251 321 624 23
24 1 1232 961 1311 183 6 893 7
0 10 175 878 1529 165 329 389 23
0 17 878 204 59 4 63 766 23
0 17 165 187 614 1231 43 83 23
0 17 6 74 7 126 710 6 130
24 1 25 253 165 315 6 734 7
0 66 307 2649 537 429 6 160 7
24 17 152 89 13 1063 364 6 1046
16 1 25 204 40 878 2338 194 23
16 17 878 153 30 741 750 6 366
0 10 347 530 336 332 6 647 7
24 1 1783 283 336 26 795 387 717
16 1 1058 78 336 405 83 27 15
24 17 975 165 329 605 4 6 74
0 17 18 4 40 710 83 291 23
0 1 164 878 191 6 130 7 23
16 398 1517 21 1783 109 6 37 7
0 66 268 478 1078 958 27 153 23
24 17 6 130 7 85 6 1258 41
0 17 501 6 98 7 168 410 15
24 1 549 2315 7 690 20 542 23
0 1 431 1331 431 6 70 7 23
0 17 200 1385 1005 325 6 723 74
0 66 6 528 786 41 95 7 15
0 17 501 315 1783 61 91 151 9
16 66 878 163 512 674 605 329 15
0 17 325 336 6 130 7 275 15
24 17 1498 358 156 314 1041 19 23
0 10 938 28 83 148 349 6 718
16 1 25 113 477 878 256 597 15
24 1 113 198 178 766 6 632 74
16 66 267 741 178 21 702 316 9
16 10 1348 703 981 624 321 6 1316
24 17 198 916 624 154 986 312 23
0 1 387 40 255 509 6 893 7
24 10 338 417 1783 96 277 190 23
0 66 1817 83 25 554 6 1191 1162
24 10 133 6 74 7 347 530 15
0 10 6 1014 7 542 119 6 344
24 17 501 336 626 702 6 434 7
24 17 1041 1031 677 6 1283 7 23
16 66 336 370 612 6 74 7 9
0 66 139 1358 230 497 560 702 23
0 66 6 1303 7 25 6 647 74
0 10 1822 278 700 6 130 7 23
0 17 943 624 411 27 1143 154 23
0 17 194 113 133 313 21 275 23
0 66 165 262 253 605 43 6 70
0 66 10 6 74 7 943 390 23
24 1 878 535 1388 63 387 451 9
0 66 2132 6 130 7 201 152 23
0 10 1455 702 21 183 180 535 23
24 66 878 535 865 398 197 1302 23
47 738 602 1033 54 51 344 52 65
24 1 60 910 560 638 542 11 23
24 17 182 1244 1834 255 275 198 15
16 17 152 466 336 21 497 354 15
16 1 629 187 865 6 41 7 15
16 1 1078 126 231 269 83 806 9
24 66 638 804 29 34 83 82 23
0 17 949 101 359 612 119 638 9
689 1046 7 506 784 21 364 6 74
0 17 26 407 126 537 614 168 15
0 10 390 6 212 7 910 435 23
24 66 1056 153 1059 83 333 6 479
16 66 6 212 7 30 535 764 9
47 648 646 462 270 1205 51 1333 108
16 10 45 40 1348 201 180 321 23
16 66 56 255 1071 535 6 160 413
24 17 92 1059 154 378 6 448 177
0 109 307 473 3 198 43 6 675
0 10 261 6 74 7 126 19 23
16 17 417 451 78 6 70 7 15
16 1 214 57 329 6 70 7 23
24 10 198 6 74 7 13 1056 23
16 17 158 19 485 30 1041 19 23
0 17 417 370 89 215 1328 141 23
24 10 638 168 6 130 7 332 15
24 17 451 394 466 614 262 277 9
24 10 325 666 721 605 63 25 23
47 740 1068 524 53 178 1255 51 324
24 66 6 1837 372 2182 7 633 23
0 10 394 187 257 410 21 533 23
0 1 398 466 163 146 83 6 712
0 17 338 501 6 344 7 605 9
0 66 549 6 1600 7 53 6 978
24 66 13 312 83 169 201 6 160
24 1 178 535 6 74 7 703 15
0 17 203 638 321 249 270 451 9
24 1 5 6 177 7 358 156 15
0 66 454 865 6 1158 7 96 23
16 17 198 206 139 6 70 7 15
0 17 593 142 409 359 336 949 9
16 66 6 1837 7 216 60 4 23
0 17 261 278 1311 6 70 7 23
24 17 1289 594 666 537 417 6 320
24 66 2103 1637 191 91 151 109 23
24 66 2553 1121 113 1529 21 1311 15
0 10 60 1179 231 140 764 126 23
16 17 156 19 30 6 130 7 9
24 66 2103 163 113 466 83 1121 23
16 1 924 453 431 695 952 60 15
16 1 172 401 357 12 6 112 326
16 66 946 473 325 191 4 60 15
16 66 6 1782 7 18 73 262 15
0 17 6 1607 7 315 6 1258 344
0 1 313 255 453 6 70 7 23
47 261 40 4 25 262 51 112 52
0 66 205 230 321 154 101 12 15
0 66 25 169 123 627 349 703 15
0 152 409 446 6 117 7 269 23
0 10 1194 83 1246 523 1471 4 15
0 66 145 666 267 643 83 207 9
0 66 45 949 28 25 309 201 23
0 1 25 78 878 1529 6 1488 74
0 66 690 535 516 638 6 681 7
47 187 109 187 60 197 83 6 74
16 66 6 2343 7 269 537 6 74
16 10 45 249 21 83 1039 196 23
0 66 665 315 4 216 6 343 7
47 654 49 220 83 788 51 441 108
0 17 666 60 6 905 7 267 23
16 10 990 123 332 91 347 349 23
0 66 6 70 7 200 354 6 344
16 1 924 878 25 4 96 80 9
24 17 90 143 250 691 230 910 9
24 1 1783 549 6 98 7 168 15
0 1 493 1385 140 21 907 6 160
0 10 158 1179 200 710 359 194 23
16 10 165 1083 10 83 275 91 15
24 10 60 6 1694 7 269 230 23
0 1 501 249 1071 702 6 681 7
0 17 403 165 6 74 7 157 9
24 10 806 490 1758 332 6 647 7
0 1 1041 594 29 30 6 441 7
24 10 1311 1637 6 130 7 541 23
0 10 182 313 139 540 126 6 366
0 66 453 133 732 207 4 196 23
0 1 501 512 1311 61 91 109 23
16 1 1091 231 28 25 1462 6 130
24 1 45 208 721 255 126 4 23
47 1140 797 421 53 789 51 386 1217
24 541 986 394 257 123 30 594 9
24 17 750 1031 20 21 1304 6 74
0 10 1103 1311 731 193 605 398 23
0 694 624 28 83 102 702 6 160
47 361 646 462 91 222 51 647 1028
0 17 626 204 535 458 83 6 1196
0 66 394 253 187 1783 6 1258 74
16 1 180 1526 25 638 25 6 74
24 17 586 115 496 390 6 1258 344
0 10 261 403 539 83 6 1258 1814
0 17 191 466 1783 61 6 343 130
0 66 25 473 299 83 157 6 130
24 66 394 315 609 798 25 336 15
16 17 378 6 320 7 84 6 344
0 66 1133 133 6 632 7 405 23
24 66 878 83 193 1310 51 344 1814
0 10 2512 996 865 25 1154 145 15
24 113 721 1229 2342 6 130 7 9
16 66 605 25 1431 6 74 7 23
16 10 313 535 6 130 7 359 23
16 66 1103 6 2418 561 7 91 23
0 417 25 244 278 1783 276 21 23
24 6 2313 74 2369 7 2450 145 9
24 10 244 436 475 6 70 7 15
0 17 369 1783 178 362 210 83 9
16 17 198 244 91 1251 1155 6 1196
0 17 431 909 878 6 74 7 23
16 1246 2103 1147 21 1205 83 30 23
24 17 347 156 101 497 359 6 344
24 17 398 78 6 819 7 389 23
0 66 1337 249 594 1041 6 160 7
0 66 431 1384 109 6 708 7 9
2106 52 153 89 6 715 344 7 23
0 17 6 246 577 1421 74 7 15
0 1 1783 1637 188 6 70 7 23
24 66 67 741 732 542 6 343 1588
0 17 1831 431 325 535 6 744 7
47 648 50 524 60 685 363 51 2116
0 66 313 6 74 7 943 435 23
0 10 205 40 535 6 130 7 23
0 10 153 537 102 1030 126 6 1432
16 10 878 549 1263 91 1056 349 9
16 10 307 901 478 410 314 18 15
24 10 26 535 172 144 349 910 9
16 66 1056 496 229 349 722 6 247
16 66 25 315 602 492 207 1374 23
0 10 739 1232 60 6 455 7 9
16 66 549 446 746 542 599 6 1046
0 17 702 198 6 74 7 86 23
24 533 6 2151 160 7 5 349 9
0 17 564 6 344 7 126 408 23
0 66 821 313 1529 1388 278 6 74
16 66 101 126 53 370 1148 6 74
0 10 6 2282 7 200 30 6 304
0 10 113 278 535 431 1851 608 23
0 17 403 1391 6 712 7 827 9
16 1 201 1143 314 1702 25 40 23
0 10 6 2244 413 7 276 4 9
0 17 1016 194 83 313 207 325 23
16 66 408 435 30 806 84 6 366
0 10 187 1348 210 590 333 6 74
24 66 25 398 187 313 1153 349 23
24 10 198 145 1003 660 53 283 23
24 17 1463 6 130 7 230 3 23
16 66 1783 758 535 183 207 25 23
24 10 493 238 21 309 152 25 23
47 501 60 191 109 329 605 51 552
0 66 1078 200 446 1624 2078 1834 9
24 66 431 139 535 1762 357 349 23
0 17 403 699 431 1169 338 4 23
0 66 387 446 6 130 1536 7 23
0 1 450 332 624 91 18 478 23
24 17 253 492 878 183 329 151 15
24 17 289 803 69 91 949 359 23
0 10 315 431 1081 431 6 632 130
47 221 646 40 21 362 50 51 334
0 10 1058 115 21 1048 943 109 23
0 66 158 943 742 83 6 1258 7
24 17 466 175 2510 7 1251 215 23
16 139 658 537 19 40 6 632 41
0 66 1311 403 21 83 1452 907 23
16 66 416 187 188 25 6 632 41
16 66 605 466 165 21 6 136 1123
0 1 1783 6 74 7 156 435 23
0 6 1782 7 204 560 102 359 23
24 17 478 144 21 806 6 32 320
24 10 295 27 1143 113 595 6 74
0 10 1063 240 357 230 478 85 1341
0 10 325 21 6 130 7 691 15
16 10 142 152 1348 742 83 323 23
16 17 765 208 156 6 130 7 9
0 10 109 398 466 182 1783 83 23
16 17 78 39 21 6 1536 7 23
24 17 398 57 109 6 70 7 23
0 1 1311 255 191 398 6 893 413
0 10 6 2297 7 61 1078 6 444
16 66 453 629 150 521 83 736 15
24 17 572 12 287 21 704 6 320
0 1248 703 494 6 819 7 403 23
0 66 1756 347 29 91 154 238 15
0 10 265 1090 6 1533 978 52 23
0 1 6 212 7 28 157 493 23
47 11 6 74 7 53 349 180 65
0 1 973 446 21 907 249 12 23
16 17 501 6 1506 786 647 52 23
0 1 581 1143 249 53 6 632 130
16 10 731 1331 255 1363 1063 6 98
24 66 316 446 40 1348 200 6 577
0 17 178 980 133 78 371 21 23
16 66 535 687 915 6 130 7 23
24 10 549 6 528 247 1693 7 23
0 1 45 1005 73 410 349 6 344
16 10 638 123 497 270 139 932 23
16 10 6 41 1709 7 943 609 15
0 17 6 246 1316 600 7 276 23
0 17 506 168 85 1130 1016 315 23
16 17 4 145 907 6 786 7 15
0 17 261 431 1529 277 1314 427 23
0 17 191 336 466 240 6 343 74
24 10 146 196 253 25 451 275 23
0 10 178 126 313 40 283 6 577
0 1 6 734 7 18 84 168 15
24 832 727 1722 461 362 1722 222 23
0 66 587 19 542 321 91 541 23
16 10 354 67 101 1078 309 6 344
47 361 461 780 1077 51 526 52 65
16 17 116 313 255 6 41 7 15
0 1 451 89 12 21 178 1554 9
0 1 451 1058 844 140 216 193 15
0 10 253 417 1083 405 1121 295 23
0 1 490 431 610 431 6 160 7
0 1 1537 1311 411 3 109 262 9
0 17 394 261 191 13 1096 6 526
16 1 916 210 231 200 624 6 74
16 17 193 109 197 4 158 389 15
0 501 109 180 6 70 7 230 23
16 17 806 126 172 85 1348 408 23
24 17 784 210 6 32 7 666 23
0 313 1529 878 193 216 109 296 9
24 1 313 145 206 329 6 112 7
0 17 203 140 6 1805 7 1587 23
0 17 695 140 501 115 1064 6 744
0 10 228 750 6 74 7 200 23
24 1 961 6 74 7 102 269 9
16 66 145 453 240 59 6 320 7
24 10 490 501 6 344 7 503 23
47 1033 1076 462 1068 91 1512 51 324
16 10 653 4 283 6 117 7 23
0 66 265 541 172 82 113 283 23
24 638 316 594 53 101 19 6 74
47 13 394 419 852 113 633 48 65
24 10 157 535 614 40 418 25 23
0 17 244 2541 200 6 130 7 23
16 66 394 1426 208 6 984 7 9
0 1 25 6 1768 7 889 78 9
24 66 6 379 7 156 258 6 74
0 10 394 453 6 130 7 29 15
0 2103 612 6 41 7 188 133 23
0 66 6 1607 7 18 6 1258 7
0 1 643 901 195 25 178 329 15
0 10 1817 83 63 633 6 212 7
16 66 6 130 7 560 156 21 23
24 10 4 78 206 6 70 7 15
0 10 6 98 7 717 410 6 1439
0 17 1517 6 41 7 43 277 15
0 1 67 1006 410 359 6 812 7
24 10 180 6 2177 561 7 720 23
0 1 1041 6 74 7 18 478 15
0 6 1632 7 2489 6 343 7 15
0 17 1058 6 577 7 53 6 344
0 10 510 2103 83 370 6 890 7
16 17 666 206 25 182 61 275 15
16 66 152 172 91 332 187 6 448
16 66 478 83 316 53 6 160 1046
24 17 173 537 435 29 309 6 1080
16 1 200 201 642 1241 6 647 7
0 66 88 6 1448 7 63 25 23
24 10 804 68 239 542 417 949 15
24 10 907 446 318 6 344 7 23
16 6 343 379 7 2242 2307 52 23
0 17 83 257 1059 612 1006 154 23
0 333 6 106 107 108 7 216 9
0 1 435 152 784 91 717 249 23
24 66 1617 535 451 1281 25 4 15
24 1 187 40 315 6 1283 7 23
16 10 201 210 21 555 6 160 7
24 1 209 746 30 144 703 6 444
0 66 274 140 120 535 601 389 23
24 10 168 172 30 21 910 358 23
0 1 6 2492 7 156 601 1589 23
0 10 4 283 4 6 74 7 15
16 17 101 20 21 440 325 6 320
16 10 6 1258 7 168 123 6 74
16 1 398 338 133 1400 216 237 23
0 60 83 1056 742 6 1020 7 23
16 1 602 56 59 4 96 275 23
0 66 403 1842 25 63 633 43 15
24 66 1311 153 1143 21 119 560 23
24 17 198 865 1311 6 70 7 23
0 10 1131 694 84 83 722 6 413
16 66 431 901 535 6 130 7 9
0 66 2021 6 577 7 19 6 1046
16 10 1078 6 1020 7 274 447 15
16 6 544 7 82 458 19 6 41
0 17 1399 153 172 6 74 7 23
0 10 33 6 320 7 599 6 1196
0 1 78 60 410 478 6 160 7
24 512 187 313 276 6 70 7 15
0 17 253 387 63 6 70 7 15
0 66 679 123 359 45 535 6 74
24 17 1783 6 74 7 270 739 9
24 66 1513 210 702 208 270 486 15
16 10 6 1170 7 269 21 765 9
16 1 313 514 83 6 70 7 15
24 17 629 878 277 194 4 226 15
0 1 309 803 6 74 7 624 15
0 66 732 6 1079 7 1244 172 23
0 10 57 520 1400 255 512 582 15
0 10 6 939 7 370 446 269 9
0 1 878 901 336 535 25 6 74
0 17 501 336 2103 405 91 83 15
24 17 278 609 431 736 91 216 15
24 66 165 336 535 6 70 7 23
0 17 947 435 560 270 83 312 23
0 17 483 739 78 276 6 160 344
0 66 520 153 169 101 537 6 705
16 17 2541 60 6 632 7 270 23
0 490 707 198 61 6 819 7 15
16 1 358 73 6 112 801 7 23
16 66 963 78 6 890 7 608 23
16 10 666 40 313 499 83 1580 23
16 17 60 768 741 85 182 680 9
0 1 1348 478 21 958 410 6 74
0 10 88 6 212 7 478 537 23
0 66 1783 1243 40 59 61 44 23
0 17 961 6 74 7 347 321 23
16 133 1311 535 6 130 7 83 15
0 10 165 206 410 20 83 6 247
0 10 6 2492 7 347 210 6 448
0 10 409 290 367 7 119 6 41
0 17 417 29 429 83 125 6 577
0 10 116 278 2103 1243 6 893 7
16 17 430 537 84 542 1344 6 705
24 1 21 261 431 1330 736 403 9
16 6 1799 7 178 91 202 21 23
16 17 67 116 435 560 133 6 1046
24 17 6 1287 647 7 60 109 23
47 261 25 4 394 4 405 207 9
0 66 59 887 674 676 188 6 444
0 1 876 370 6 41 7 119 15
0 1 140 191 165 89 474 6 344
0 66 1246 1783 191 1501 6 2285 991
24 1 732 191 60 1246 109 275 23
0 17 1314 938 6 130 7 29 15
16 17 943 68 123 194 638 12 23
0 66 492 809 6 74 7 943 15
16 17 257 6 413 7 1496 91 23
16 66 166 307 629 560 695 6 1162
24 10 45 231 6 74 7 82 15
0 10 549 111 765 1244 584 6 304
24 17 60 19 152 34 309 6 74
0 17 182 152 20 245 310 6 1046
16 17 206 261 1229 736 4 6 74
0 66 478 1060 109 261 6 37 7
0 66 5 315 431 6 70 7 23
16 1 6 74 7 656 21 257 9
0 17 1346 6 1628 7 53 811 23
0 66 198 1058 1043 1321 299 137 23
0 1 338 1817 4 163 139 684 15
24 10 66 6 97 577 7 579 23
16 17 1078 153 710 542 378 6 1814
0 10 717 594 154 309 478 6 41
24 17 679 560 124 202 6 526 41
0 66 1083 398 643 336 216 6 1046
16 10 750 560 21 120 923 172 23
0 66 172 355 6 130 7 30 23
0 10 1311 731 197 594 4 376 15
24 17 612 6 1287 171 7 4 336
24 1 182 152 348 83 269 153 23
0 17 411 316 230 560 154 6 978
16 17 563 961 206 6 853 7 23
47 465 646 220 1032 51 1595 344 1283
0 17 261 431 6 70 7 85 23
0 66 950 6 74 7 358 410 15
24 10 316 807 91 359 1041 156 23
0 1 267 503 25 6 1326 7 23
0 624 126 183 22 6 108 7 23
16 1 1088 642 783 1232 6 136 7
0 1 245 6 1778 7 429 172 15
24 1 549 612 1630 25 244 183 15
0 10 18 624 25 765 417 429 9
24 1 6 252 7 478 803 204 9
0 10 33 269 85 82 102 6 1127
16 17 26 806 490 163 770 6 304
24 1 652 431 194 417 83 605 15
16 17 559 153 435 722 6 1258 2435
0 66 2103 370 475 6 130 7 9
0 17 338 78 1783 666 109 872 23
0 10 949 702 512 283 164 1400 23
16 66 119 168 262 429 84 6 74
0 66 40 145 466 605 43 6 74
47 648 524 685 325 361 464 51 324
0 17 564 313 901 6 130 7 23
24 17 451 165 83 205 235 194 15
0 10 907 231 535 6 130 7 23
24 66 490 6 246 304 7 21 23
0 17 1722 1068 4 524 206 426 15
24 10 564 666 25 6 70 7 15
0 66 254 535 13 187 140 447 23
0 17 2103 111 601 140 1063 6 2254
16 66 691 446 156 435 156 85 23
16 1 1133 164 262 275 25 6 320
0 10 986 466 165 198 180 178 23
24 10 564 145 313 1464 277 60 15
0 10 6 1415 7 355 172 201 23
0 17 453 145 313 1721 60 275 23
16 235 198 1083 1783 216 237 43 15
16 10 690 695 385 201 6 160 413
24 17 315 262 2 6 174 7 23
24 17 943 143 626 83 205 1075 23
24 1 325 113 664 878 215 135 23
0 10 67 316 349 576 6 744 1814
0 17 394 133 6 130 7 275 15
0 10 949 429 349 560 28 541 23
16 1 417 5 702 83 403 275 23
0 17 113 56 1311 450 180 429 23
0 66 2103 1081 83 6 70 7 9
0 10 1311 1617 878 178 83 6 74
0 1 2433 1103 240 731 1090 501 23
24 10 6 74 7 429 290 6 413
0 10 6 74 7 1056 12 349 23
24 10 1006 19 624 560 910 358 23
0 17 549 140 535 267 140 6 177
24 1 145 1348 746 349 102 6 366
24 1 240 736 164 63 2133 633 23
0 17 11 83 573 315 165 255 15
47 221 1076 1331 221 646 48 244 65
24 1 198 6 74 7 201 429 23
16 313 678 6 74 7 13 172 15
0 1 454 83 676 6 1457 7 23
47 460 283 60 4 25 51 344 52
0 1 6 1723 7 85 6 32 7
16 10 6 1668 7 201 316 30 23
16 17 6 74 7 201 60 721 23
16 1 109 315 1783 703 28 359 23
0 17 1095 6 632 7 405 43 15
0 10 116 501 1783 1231 182 83 23
24 17 1113 6 74 7 82 208 23
24 66 152 89 316 287 83 944 23
0 1 6 939 7 267 153 201 23
16 1 191 206 476 83 102 537 23
0 66 178 409 119 21 101 210 23
16 66 990 123 302 270 5 944 23
47 361 1076 649 462 361 1109 51 324
24 1 90 153 250 349 1174 6 829
0 1 166 309 172 358 429 6 247
47 465 50 219 1195 51 517 52 65
0 10 2103 45 6 74 7 84 23
16 17 446 435 83 691 211 6 444
0 66 473 60 158 535 6 212 130
0 66 417 6 2164 7 316 702 15
16 66 198 357 238 21 1031 316 9
0 1 83 765 119 269 67 6 320
16 66 1005 530 53 6 1424 7 23
0 17 133 602 451 197 25 6 70
16 10 6 1516 7 347 332 116 15
24 1 453 109 194 1169 62 6 41
0 17 1311 721 614 21 53 6 160
0 10 1311 257 435 6 1283 7 23
0 66 1232 509 784 21 269 14 15
0 1 512 165 253 197 187 197 15
24 1 938 624 188 206 101 29 15
16 66 1041 201 958 358 6 272 1814
0 1 798 175 191 194 6 632 74
0 10 1243 210 68 256 1279 6 705
24 10 789 290 83 6 1287 7 9
0 66 6 130 7 269 210 21 23
47 49 220 85 1069 51 171 52 65
16 10 878 535 201 270 1075 6 177
24 10 666 896 1131 216 193 25 23
0 10 1475 535 6 2151 74 7 15
0 10 453 6 98 7 126 18 23
0 1 2002 318 497 312 83 576 23
24 1 4 83 1263 540 82 6 1162
0 17 257 6 74 7 332 123 23
16 17 278 338 4 21 6 1191 41
24 10 206 336 6 130 7 85 23
0 17 409 168 270 6 70 7 15
0 1 1056 69 1400 255 6 893 7
0 17 295 60 6 41 7 309 15
0 1 6 212 7 90 208 6 366
24 17 1365 20 6 130 7 321 9
367 7 750 119 83 493 710 6 705
16 17 1517 25 451 6 850 7 15
24 66 6 2366 991 7 405 349 23
0 1 187 560 126 990 6 160 344
16 66 916 123 21 429 6 1258 344
0 1 1783 165 338 163 216 25 23
47 221 977 51 272 52 648 51 1571
24 66 172 83 446 34 40 1225 23
24 10 397 4 1462 548 560 314 23
24 10 336 610 1330 1974 398 25 15
16 66 510 152 6 413 7 43 23
0 66 1078 6 1488 7 1487 140 23
0 10 25 612 1131 1330 2460 201 23
0 10 666 453 6 41 7 750 15
16 10 6 2164 7 269 1030 410 9
47 862 461 421 83 788 51 723 1872
24 1 267 624 741 30 287 537 23
0 17 947 901 6 1171 7 156 15
16 187 78 6 74 7 126 710 23
0 66 428 594 583 359 6 1046 7
24 17 1060 83 21 690 483 255 9
0 1 865 878 1464 336 666 389 9
24 17 732 6 41 7 150 535 9
16 66 6 130 7 1030 168 6 1439
16 1 638 746 702 349 291 6 41
16 1463 1388 25 134 196 6 343 344
24 17 398 403 78 6 70 7 23
0 17 702 153 83 323 6 32 479
24 66 683 6 41 7 194 5 23
0 1 45 535 1637 1311 180 275 23
47 113 191 60 51 344 52 60 65
16 17 1783 443 274 60 405 25 9
0 66 1232 109 313 1637 614 63 23
0 1 313 1496 152 53 349 1114 23
16 10 267 89 6 130 7 358 23
0 66 253 145 109 6 70 7 15
24 10 187 133 6 70 7 30 23
0 17 907 172 201 116 6 160 320
0 17 387 1240 2103 731 83 6 74
0 10 453 109 182 410 153 6 1316
0 17 453 60 196 6 70 7 9
24 1 1783 1271 336 164 299 207 23
16 10 153 172 85 549 31 6 344
0 10 6 2343 7 102 153 156 15
0 17 145 387 512 1311 349 193 15
0 10 538 695 261 431 140 4 9
16 1 765 446 614 83 541 89 23
47 648 727 780 1195 51 108 52 65
0 1 25 466 56 325 61 1121 15
0 17 1078 83 986 938 348 21 23
0 10 879 229 6 822 7 691 15
0 66 13 6 1506 978 74 7 15
0 10 388 109 253 6 1171 7 9
16 66 398 145 156 332 6 1258 7
24 17 695 804 429 6 75 7 9
24 17 262 629 512 1311 25 83 15
0 624 60 157 6 70 7 804 23
24 1 403 188 629 145 237 6 74
16 17 101 249 144 910 409 6 320
0 17 765 6 786 7 200 710 9
24 17 821 2103 61 91 633 4 9
24 17 325 60 6 130 7 331 23
0 17 417 878 1617 198 6 37 7
0 6 544 7 1030 429 359 1078 15
16 66 451 6 74 7 18 84 15
0 10 45 535 865 140 349 1048 15
0 66 25 1314 253 182 490 626 9
16 66 113 261 643 695 61 21 9
24 10 262 191 878 139 1311 314 23
0 17 5 165 6 41 7 542 23
16 1 1039 1783 1384 182 405 6 74
24 66 1039 6 74 7 354 269 23
0 17 25 702 784 83 290 537 23
0 1 6 689 7 268 316 1006 15
0 66 1208 1311 370 197 4 278 15
16 10 398 347 20 124 332 82 23
24 10 168 429 486 6 272 7 23
16 66 961 943 35 68 314 550 15
24 10 6 1497 7 806 102 21 23
16 1 1311 1226 1783 178 61 6 366
0 6 1261 7 380 6 1191 7 15
0 66 267 6 785 1046 74 7 9
